acteurs,annee,description,duree,genre,nombreDeSaisons,nombreEpisodes,paysOrigine,realisateur,scorePresse,scoreSpectateur,title,titreOriginal
"Anders Beckman,Lotten Roos,Håkan Bengtsson",2020,"En mars 1989, à Hörby, dans le sud de la Suède, le meurtre d’Helén Nilsson, 10 ans, reste non résolu pendant une quinzaine d’année, laissant la communauté et les forces de l’ordre choquées et dans l’incompréhension la plus totale.",45 min,"Policier,Drame,Thriller",1 Saison,6 Episodes, Suède,Helene Lindholm,"3,4",,The Hunt for a Killer,Jakten på en mördare
,2015 - 2016,"Chaque épisode s’ouvre sur l’arrivée au Tribunal d’un nouvel accusé. C’est l’heure de son jugement. Il fait face à la Cour, fébrile. De quel crime est-il accusé ? C’est ce que nous découvrons lors d’une plongée dans les semaines qui précédent le verdict. Pour comprendre les dilemmes moraux auxquels l’accusé s’est confronté. Pour vivre avec lui l’engrenage qui l’a poussé au délit criminel. Sera-t-il jugé coupable ou non-coupable ? Les destins d’hommes ou de femmes ordinaires qui basculent en s’approchant au plus près de la nature humaine dans son intimité la plus troublante.",52 min,"Drame,Judiciaire",2 Saisons,12 Episodes, France,,"3,6",,Accusé,
"Jake Lacy,Colin Hanks,Lio Tipton",2022,"L'histoire vraie de la famille Broberg, dont la fille Jan a été kidnappée par leur voisin et ami Robert Berchtold dans les années 1970.",52 min,"Biopic,Drame,Thriller",1 Saison,9 Episodes, U.S.A.,Nick Antosca,"3,8","3,7",A Friend of the Family,
"Kyung-Pyo Go,Han-na Kang,Jong-hyuk Joo",Depuis 2024,"Un présentateur respecté se retrouve soudainement incapable de s'autocensurer en plein direct, attirant l'attention d'une scénariste qui l'invite dans son émission.",80 min,"Comédie,Drama,Romance",1 Saison,12 Episodes, Corée du Sud,,"2,9",,À dire vrai,Frankly Speaking
"Luiza Benaïssa,Matteo Falkone,Abderrahim Boumes",Depuis 2024,"Leila, 19 ans, vient d’entrer à la faculté de droit. Son destin est tout tracé, jusqu’à la révélation Bertolt Brecht : une représentation d’Antigone dans le théâtre de sa cité la bouleverse. Sa vocation trouvée, elle décide de convaincre ses amis d’enfance de jouer dans la pièce de théâtre qu’elle va mettre en scène.",26 min,Comédie dramatique,1 Saison,8 Episodes, France,Wallen,"3,9","3,1",9.3 BB,
"Tijmen Govaerts,Aimé Claeys,Mona Mina Leon",Depuis 2023,"Avec une série de crimes connus et non résolus en Belgique comme toile de fond, 1985 démarre lorsque trois amis - Vicky, son frère Franky et son meilleur ami Marc - prennent un nouveau départ en déménageant à Bruxelles. Tandis que leur vie de jeune adulte et leurs carrières sont lancées, le trio va perdre son innocence et ses illusions lorsqu'il se retrouve au milieu de ces terribles évènements qui ont choqué une génération et marqué un pays tout entier.",52 min,"Biopic,Policier,Thriller",1 Saison,8 Episodes, Belgique,Willem Wallyn,"4,3","4,1",1985,
"Anthony Edwards,Jacinda Barrett,Addison Timlin",2013,"En tant qu'éditeur du magazine ""Modern Skeptic"", Hank Foley consacre sa vie a débusquer des indices, élucider des mythes et même révéler au grand jour des complots. Mais lorsque sa jeune épouse est kidnappée pour d'obscures raisons, il s'embarque dans l'une des plus mystérieuses aventures de l'histoire de l'humanité. Une carte au trésor cachée dans une vieille montre qu'elle détenait pourrait mener à une découverte cataclysmique. Hank doit déchiffrer les énigmes, les symboles et autres secrets que renferment cette carte, avant que les réponses ne tombent entre de mauvaises mains. Avec l'aide de deux jeunes associés et d'un agent du FBI, il s'engage dans une véritable course contre la montre pour retrouver sa femme et sauver l'humanité d'une gigantesque conspiration.",42 min,Drame,1 Saison,13 Episodes, U.S.A.,"Paul Scheuring,Lorenzo di Bonaventura,Dan McDermott","2,2","3,2",Zero Hour,
"Samuel Adewunmi,Sophie Wilde,Bukky Bakray",Depuis 2021,"Avec des preuves accablantes contre lui, un jeune homme du nom de Hero se retrouve accusé de meurtre. Lors de son procès, celui-ci raconte une histoire extraordinaire sur la femme qu’il aime, et comment il a tout risqué pour la sauver. Doit-on croire à l'innocence de Hero ?",52 min,Drame,1 Saison,4 Episodes, Grande-Bretagne,Tom Edge,"3,5",,You Don't Know Me,
"Julia Ormond,Jenna Dewan,Rachel Boston",2013 - 2014,"Deux jeunes femmes font partie sans le savoir d'une longue lignée de sorcières. Alors qu'elles mènent une existence paisible, une série d'événements va amener leur mère à leur dévoiler la vérité sur leur héritage familial : elles sont en fait de puissantes et immortelles sorcières.",42 min,"Drame,Fantastique",2 Saisons,23 Episodes, U.S.A.,Maggie Friedman,"4,0",,Witches of East End,
"Elizabeth Olsen,Paul Bettany,Kathryn Hahn",2021," combine des éléments de sitcom traditionnelle à ceux de l’Univers Cinématographique Marvel. Wanda Maximoff alias Scarlet Witch et Vision sont des super-héros, vivant dans une banlieue idéalisée mais commençant à soupçonner que tout n’est peut-être pas ce qu'il paraît être...",35 min,"Action,Comédie,Fantastique",1 Saison,9 Episodes, U.S.A.,Jac Schaeffer,"3,7","4,0",WandaVision,
"Bel Powley,Joe Cole,Amira Casar",2023,"La remarquable histoire d’une secrétaire d’une vingtaine d’années, Miep Gies, qui n’hésite pas un instant à aider son patron Otto Frank quand il lui demande de les cacher lui et sa famille durant la Seconde Guerre mondiale. Pendant deux ans, Miep, son mari Jan et plusieurs autres héros « ordinaires » vont veiller sur les huit âmes qui se dissimulent dans l’annexe secrète de l’entreprise d’Otto Frank. C’est Miep qui trouvera le journal d’Anne et le conservera en lieu sûr pour qu’Otto et elle puissent plus tard le partager avec le monde entier.",55 min,"Biopic,Drame,Historique",1 Saison,8 Episodes, U.S.A.,"Joan Rater,Tony Phelan","3,7","4,0",Une lueur d’espoir,A Small Light
"Kylie Jefferson,Casimere Jollette,Damon J. Gillespie",2020,"Chicago. Des danseurs de ballet de haut niveau venant d'horizons divers intègrent l'école "" Archer School of Ballet "" dans l'espoir de faire parti de la compagnie professionnelle "" City Works Ballet "". La compétition va être rude. Certains connaîtront une ascension fulgurante tandis que d'autres, la chute...",60 min,"Drame,Thriller",1 Saison,10 Episodes, U.S.A.,Michael MacLennan,"3,2",,Tiny Pretty Things,
"Iain De Caestecker,Stuart Campbell,Ellie James",Depuis 2023,"Au cinquième siècle, bien avant que l'unification de la Grande-Bretagne, les vies sont souvent éphémères dans ce pays sauvage constitué de factions et de tribus en guerre. La série permet de suivre l'évolution d'Arthur Pendragon qui, de paria, devient un guerrier et un chef légendaire.",60 min,"Drame,Fantastique,Historique",1 Saison,10 Episodes, Grande-Bretagne,"Kate Brooke,Ed Whitmore","3,5","2,4",The Winter King,
"Steve Carell,Domhnall Gleeson,Linda Emond",2022,"Psychothérapeute, le Dr Alan Strauss est retenu en otage par un patient, Sam Fortner, qui se révèle être un tueur en série. Ce dernier a une demande thérapeutique inhabituelle : freiner ses pulsions meurtrières. Pour sauver sa peau, Alan doit gérer l’esprit perturbé de Sam et l’empêcher de tuer à nouveau... mais celui-ci refuse d’aborder les sujets sensibles. Seul et captif, Alan trouve l'inspiration à travers sa propre expérience avec son ancien thérapeute, tout en faisant face à ses propres troubles, dont la mort récente de sa femme, Beth...",30 min,"Drame,Thriller",1 Saison,10 Episodes, U.S.A.,"Joel Fields,Joe Weisberg","3,5","3,6",The Patient,
"Ed Quinn,Ed Quinn,Kron Moore",Depuis 2019,"La famille However s'installe à la Maison-Blanche. En apparence, ils semblent parfaits. En apparence seulement. En effet, une fois les portes fermées et les volets clos, ils sont les rois de la corruption, de la tricherie et des mensonges...",60 min,Drame,4 Saisons,113 Episodes, U.S.A.,Tyler Perry,"3,5",,The Oval,
Julia Goldani Telles,Depuis 2016,"Adaptation en série du film de Steven Soderbergh, ""The Girlfriend Experience"" explore les relations de call-girls avec leurs clients, auxquels elles offrent plus que du sexe, mais une intimité proche de celle qu'ils peuvent avoir avec leurs épouses ou compagnes.",30 min,Drame,3 Saisons,37 Episodes, U.S.A.,"Amy Seimetz,Lodge Kerrigan","4,1","3,7",The Girlfriend Experience,
"Rashida Jones,Hidetoshi Nishijima,Judy Ongg",10 juillet 2024 sur Apple TV+,"Suzie est une américaine vivant à Kyoto, au Japon, dont la vie est bouleversée lorsque son mari et son fils disparaissent dans un mystérieux accident d'avion. En guise de ""consolation"", elle reçoit Sunny, l'un des nouveaux robots domestiques fabriqués par la société d'électronique de son mari. Au début, Suzie n'apprécie pas les tentatives de Sunny de combler le vide dans sa vie, mais peu à peu, une amitié inattendue se développe entre eux. Ensemble, ils vont découvrir la vérité sur ce qui est réellement arrivé à la famille de Suzie...",30 min,"Comédie,Drame,Thriller",1 Saison,10 Episodes, U.S.A.,Katie Robbins,,,Sunny,
"Adam Brody,Martin Freeman,Otmara Marrero",2016 - 2018,"Une jeune informaticienne d'origine cubaine met au point une technologie digitale innovante. Révolutionnaire et controversé, le concept ne convainc pas les investisseurs. Pour lancer son affaire, elle va s'allier à un banquier ambitieux et se retrouver malgré elle, coincée entre un agent du FBI peu scrupuleux et un gang.",60 min,"Drame,Thriller",3 Saisons,30 Episodes, U.S.A.,Ben Ketai,"4,1",,StartUp,
"Robert Carlyle,David Blue,Louis Ferreira",2009 - 2011,"Une base secrète de scientifiques, de soldats et de civils située à des millions d'années-lumière de la Terre est brutalement attaquée par un puissant ennemi. Les survivants n'ont alors d'autre choix que de traverser la Porte des Etoiles grâce au 9ème chevron afin d'échapper à la destruction imminente de la planète. Leur voyage interstellaire les conduit sur Le Destiny, un vaisseau spatial unique créé par les Anciens mais dont les capacités à fournir de l'oxygène s'amenuisent rapidement. Coupés du monde, ils vont tout faire pour survivre et tenter de rejoindre la Terre, leur planète d'origine...",42 min,Science Fiction,2 Saisons,40 Episodes," U.S.A., Canada,Stargate SG-1","Brad Wright,Robert C. Cooper","3,5",,Stargate Universe,
"Michael Cusack,Michael Cusack,Zach Hadel",Depuis 2022,"Au sein d'une petite entreprise, les employés sont chargés d'apporter de la joie dans un monde à la fois étrange et bariolé. Charlies, l'employé cynique et Pim, l'employé modèle, ont pour mission de redonner le sourire aux gens. Il y a également Alan, un maniaque de l'organisation, Glep, l'employé plein de mystères et le Boss, un milliardaire imprévisible qui n'est autre que le fondateur de l'entreprise.",11 min,"Animation,Comédie",2 Saisons,16 Episodes, U.S.A.,"Zach Hadel,Michael Cusack","3,6",,Smiling Friends,
"Julia Ragnarsson,Julia Ragnarsson,Kjell Bergqvist",Depuis 2016,Une étudiante de l’école de police s’intéresse à une vieille enquête non élucidée. Elle contacte l’inspecteur autrefois en charge du dossier mais celui-ci semble avoir disparu. En parallèle des agressions de SDF se multiplient…,45 min,"Policier,Drame",2 Saisons,20 Episodes, Suède,"Cilla Börjlind,Rolf Börjlind","3,7",,Spring Tide,Springfloden
"Tom Mison,Lyndie Greenwood,Steven Weber",2013 - 2017,"Ichabod Crane se réveille après un sommeil de près de deux siècles et demi. Il a traversé le temps avec un mystère qui date de l'époque des Pères Fondateurs de l'Amérique. Coincé à notre époque contemporaine, où la technologie a pris place et les moeurs ont évolué, celui-ci trouve une alliée inattendue en la personne d'Abbie Mills, lieutenant de police à Sleepy Hollow. Tous les deux ont un rôle à jouer dans les évènements qui se préparent, et une apocalypse à éviter.",42 min,"Aventure,Fantastique,Thriller",4 Saisons,62 Episodes, U.S.A.,"Roberto Orci,Alex Kurtzman,Phillip Iscove","3,1","3,8",Sleepy Hollow,
"James McArdle,Emun Elliott,Sarah Greene",Depuis 2024,"Années 1990. Un brillant voleur se lie d'amitié avec un gangster. Après des années de service, il décide de s'installer en Espagne afin de profiter d'une retraite bien méritée avec son épouse, une ancienne star du porno. A son grand dam, son ancien mentor refait appel à lui.",60 min,"Drame,Thriller",1 Saison,8 Episodes," Grande-Bretagne, U.S.A.,Sexy Beast",Michael Caleo,"3,0","3,1",Sexy Beast,
"Miguel Herrán,Susana Abaitua,Pedro Casablanc",Depuis 2023,"A Marbella dans les années 1980, Óskar, un garçon qui rêve d'ouvrir une salle de sport, se retrouve plongé dans l'univers de la Costa del Sol, avec sa jet set et sa géopolitique. ",60 min,"Judiciaire,Thriller",1 Saison,8 Episodes, Espagne,"Mariano Barroso,Alejandro Hernández","3,0",,Los Farad,
"Alysson Paradis,Jérôme Daran,Jeanne Savary",2012 - 2014,"Karine, plus connue sous le pseudonyme de Candice Doll, est en train de devenir une star prometteuse du film X à la française. Un statut dont se sont très bien accommodés ses parents, grâce à la notoriété grandissante de leur fille. Mais suite à un problème de santé, Karine prend du recul sur sa vie, et sent que cette voie qui lui a été toute tracée par son petit ami Franck ne lui convient plus. Elle décide alors, contre l’avis de tous et en cachette, de s’inscrire en philosophie à la Sorbonne. Ce monde qui la fascine et l’attire, effraie son entourage, bien habitué à profiter d’une manière ou d’une autre de sa notoriété précoce. Cependant, bien décidée à se confronter aux préjugés des uns et des autres, Karine entame une quête vitale : rechercher une liberté qu’elle commence à remettre en question. Sa soif de connaissance et la compréhension des questions philosophiques qu’elle se pose la conduisent rapidement vers l’extase. Une extase psychologique et physique, qui va même jusqu’à lui procurer des orgasmes.",26 min,Comédie,3 Saisons,24 Episodes, France,Olivier de Plas,"3,2",,Q.I.,
"Laura Fraser,Siobhan Finneran,John Sessions",Depuis 2017,"La détective Annie Redford enquête sur son premier cas de meurtre, assisté de Blake Albrighton, médecin légiste. Le corps de Niall Swift est retrouvé au pied de Carn Mohr Moutain, tandis qu'un coeur humain s'échoue sur les bords d'un lac.",60 min,Policier,1 Saison,6 Episodes, Grande-Bretagne,,"3,4",,Loch Ness,The Loch
"Richard Chamberlain,Rachel Ward,Barbara Stanwyck",1983,"Irlandais d'origine, le père Ralph de Bricassart a été envoyé en Australie pour avoir rompu son voeu d'obéissance. Son charme ne laisse pas Mary Carson insensible. Cette femme âgée est la propriétaire de Drogheda, le ranch le plus riche d'Australie. Rappelant à ses côtés son frère Paddy Cleary et sa famille, elle les impliques dans la gestion du ranch. Le père Ralph prend sous sa protection Meggie, la fille de Paddy, âgée de dix ans. Mais à mesure que les années passent, la petite Meggie se transforme en une superbe jeune fille qui voue au père Ralph un amour passionné...",60 min,"Drame,Romance",1 Saison,4 Episodes, U.S.A.,Carmen Culver,"3,9",,Les Oiseaux se cachent pour mourir,The Thorn Birds
